frequency,word,skip1,skip2
1655,marked,aj0,789
1655,lover,nn1,624
1655,innovation,nn1,569
1654,hungry,aj0,741
1654,deny,vvi,855
1654,beings,nn2,574
1653,microsoft,np0,142
1653,establishing,vvg,857
1652,touch,vvi,802
1652,picked,vvd-vvn,827
1652,infant,nn1,527
1652,detective,nn1,409
1652,75,crd,721
1652,1966,crd,588
1651,serves,vvz,801
1651,define,vvi,766
1650,vegetables,nn2,568
1650,justification,nn1,662
1649,substantially,av0,781
1649,dad,np0,181
1648,jackson,np0,471
1648,harriet,np0,157
1648,eastern,np0,575
1647,vertical,aj0,522
1647,refused,vvn,837
1647,random,aj0,594
1647,lord,nn1-np0,498
1647,launch,nn1,683
1647,dealers,nn2,413
1645,saved,vvn,886
1644,tide,nn1,717
1644,reports,vvz,762
1644,blame,vvi,848
1643,part-time,aj0,535
1643,instead_of,cjc,960
1643,chemical,nn1,494
1642,start,nn1-vvb,861
1642,prospects,nn2,790
1642,mouse,nn1,426
1642,inch,nn1,707
1642,brazil,np0,430
1642,attempt,vvi,906
1640,speculation,nn1,775
1640,rows,nn2,581
1639,push,nn1,792
1639,expected,vvd-vvn,940
1638,closure,nn1,574
1637,sign,vvi,697
1637,influence,vvi,734
1637,improving,vvg,864
1637,god,nn1,405
1637,explanations,nn2,655
1635,worn,vvn,819
1635,sets,vvz,918
1634,sizes,nn2,655
1634,nearby,aj0,799
1634,indicate,vvb,725
1634,end,np0,591
1634,companion,nn1,735
1633,splendid,aj0,752
1633,panic,nn1,705
1633,lane,nn1,474
1633,ideological,aj0,412
1633,accuracy,nn1,719
1631,wool,nn1,558
1631,sweden,np0,581
1630,progressive,aj0,652
1630,planet,nn1,484
1629,plc,nn1,423
1629,locally,av0,763
1629,communist,aj0-nn1,341
1629,alex,np0,353
1628,risen,vvn,844
1628,1965,crd,621
1627,roy,np0,520
1626,straight,aj0,796
1626,opponents,nn2,612
1626,debts,nn2,513
1625,tremendous,aj0,789
1625,complaint,nn1,743
1625,allocation,nn1,499
1625,2000,crd,624
1624,runs,nn2-vvz,884
1624,loose,aj0,832
1624,fleet,nn0,484
1624,fig,nn1,184
1624,farms,nn2,500
1622,tourist,nn1,618
1622,remainder,nn1,837
1622,prepared,vvd-vvn,962
1622,granted,vvd-vvn,880
1622,deliver,vvi,846
1621,leading,aj0-vvg,838
1620,pushed,vvd-vvn,773
1619,muscle,nn1,582
1619,matches,nn2,435
1619,doorway,nn1,517
1619,classification,nn1,476
1618,politically,av0,674
1616,hollywood,np0,349
1616,handsome,aj0,703
1615,technological,aj0,588
1615,instances,nn2,703
1615,cream,nn1,538
1614,w.,np0,467
1614,ok,itj,342
1614,married,vvd,531
1614,classic,aj0,778
1613,solely,av0,889
1613,intensity,nn1,711
1613,equity,nn1,369
1612,hierarchy,nn1,541
1611,roman,aj0-nn1,424
1611,from_time_to_time,av0,816
1611,employed,vvd-vvn,822
1611,correspondent,nn1,476
1610,test,vvi,822
1610,opens,vvz,805
1610,explosion,nn1,675
1610,direct,aj0-av0,936
1610,attended,vvd,803
1609,asset,nn1,575
1608,picked,vvn,909
1608,hostile,aj0,811
1608,hiv,np0,175
1608,assuming,vvg,837
1607,straight,aj0-av0,761
1607,spare,aj0,865
1607,resulting,vvg,801
1607,mexico,np0,479
1607,dictionary,nn1,410
1607,1994,crd,489
1606,reflected,vvd,790
1606,hypothesis,nn1,368
1606,directive,nn1,346
1606,&times,unc,170
1605,particles,nn2,303
1605,occupied,vvn,858
1605,diagnosis,nn1,364
1605,catholic,aj0-nn1,511
1604,eighteen,crd,780
1603,provincial,aj0,541
1603,post-war,aj0,485
1603,occurred,vvd-vvn,770
1603,monopoly,nn1,532
1601,payable,aj0,415
1600,solve,vvi,870
1600,noted,vvd-vvn,794
1600,lake,np0,488
1600,cultures,nn2,514
1600,accessible,aj0,781
1599,rise,nn1-vvb,816
1599,principal,aj0-nn1,646
1599,play,nn1-vvb,709
1599,mixed,aj0,858
1599,fascinating,aj0,805
1598,bernard,np0,572
1597,equilibrium,nn1,257
1597,compulsory,aj0,617
1597,agency,nn0,495
1596,likes,vvz,773
1596,engineer,nn1,579
1596,derek,np0,479
1596,appendix,nn1,362
1595,recording,nn1,433
1595,chocolate,nn1,511
1594,sick,aj0-nn1,761
1594,by_no_means,av0,827
1593,opposition,nn0,255
1593,entitled,vvd-vvn,820
1593,dialogue,nn1,590
1592,performances,nn2,547
1592,explaining,vvg,943
1592,cinema,nn1,489
1591,supervision,nn1,593
1591,guy,np0,341
1591,corp,np0,84
1591,backwards,av0,739
1590,intervals,nn2,711
1590,acquire,vvi,817
1589,settled,vvn,926
1589,grinned,vvd,372
1589,geoffrey,np0,447
1588,loyalty,nn1,706
1588,instead_of,prp,722
1588,crazy,aj0,616
1588,bruce,np0,442
1587,holding,nn1-vvg,931
1586,peaceful,aj0,719
1586,medium,nn1,565
1586,hughes,np0,437
1586,fourteen,crd,748
1586,enter,vvb,800
1586,buyers,nn2,468
1585,waste,aj0-nn1,534
1584,shorter,ajc,867
1584,phil,np0,370
1584,expected,aj0,679
1584,deciding,vvg,892
1584,chaos,nn1,680
1584,attached,vvd-vvn,958
1584,alternatives,nn2,769
1583,relevance,nn1,672
1583,operational,aj0,579
1582,queen,nn1-np0,507
1582,note,vvi,785
1582,improved,vvn,906
1581,dec,np0,234
1580,consistently,av0,841
1579,turn,nn1-vvb,801
1579,past,av0,862
1579,describing,vvg,874
1578,ray,np0,443
1578,r,np0,344
1578,korea,np0,314
1578,ate,vvd,673
1576,spread,nn1,781
1575,north-east,nn1,398
1575,cap,nn1,655
1574,continued,vvn,902
1574,all_but,av0,923
1573,volumes,nn2,654
1573,residence,nn1,651
1573,rank,nn1,613
1573,denied,vvd,657
1573,decide,vvb,805
1573,competitors,nn2,640
1573,applying,vvg,844
1572,up,prp,813
1572,suspicion,nn1,883
1572,structural,aj0,535
1572,married,aj0-vvn,686
1572,maintaining,vvg,871
1572,happiness,nn1,613
1571,ideal,aj0-nn1,725
1571,fellow,nn1,592
1571,decent,aj0,728
1571,debut,nn1,347
1569,nottingham,np0,470
1569,notable,aj0,788
1569,faster,ajc,819
1569,endless,aj0,832
1569,brick,nn1,614
1569,attendance,nn1,690
1568,rid,vvn,813
1567,whisky,nn1,465
1567,surrey,np0,518
1567,commerce,nn1,619
1566,traditions,nn2,639
1566,bay,nn1,619
1565,historians,nn2,407
1564,training,vvg,669
1564,mess,nn1,772
1564,awarded,vvn,666
1563,struck,vvn,886
1563,remarks,nn2,704
1563,proceed,vvi,761
1563,destroy,vvi,807
1562,restaurants,nn2,503
1562,picking,vvg,884
1561,leicester,np0,452
1560,suit,vvi,802
1560,geographical,aj0,587
1560,collective,aj0,555
1559,pursue,vvi,844
1559,measurement,nn1,412
1559,d,np0,366
1559,commonwealth,nn1,434
1559,actors,nn2,482
1558,reveals,vvz,776
1558,disc,nn1,415
1557,instantly,av0,753
1557,dangers,nn2,824
1556,create,vvb,767
1556,causes,vvz,727
1555,develop,vvb,739
1554,workshop,nn1,511
1554,tribunal,nn1,313
1554,themes,nn2,603
1554,navy,nn0,513
1554,magazines,nn2,713
1554,intellectual,aj0,616
1554,forget,vvb,812
1554,bench,nn1,574
1554,approached,vvd,811
1553,fixed,vvn,838
1553,donald,np0,421
1553,campbell,np0,437
1552,forthcoming,aj0,855
1552,drink,vvi,737
1552,clothing,nn1,777
1551,pity,nn1,739
1550,hitherto,av0,642
1549,privilege,nn1,650
1549,hope,nn1-vvb,827
1549,columns,nn2,590
1549,allies,nn2,486
1548,hopes,vvz,691
1548,fitted,vvn,624
1547,youngsters,nn2,474
1547,reward,nn1,718
1547,confined,vvn,840
1547,amazing,aj0,748
1546,suicide,nn1,575
1546,reduced,vvd-vvn,822
1546,pockets,nn2,746
1546,pleased,aj0-vvn,757
1546,density,nn1,379
1546,aimed,vvd-vvn,784
1546,accounts,nn2-vvz,675
1545,upwards,av0,756
1545,square,aj0-nn1,721
1544,liz,np0,260
1544,fierce,aj0,779
1544,estimates,nn2,566
1543,nursery,nn1,495
1543,estimated,aj0,567
1543,chip,nn1,456
1543,assessed,vvn,567
1542,poems,nn2,379
1541,shared,vvn,944
1541,printer,nn1,249
1540,square,aj0,697
1539,neutral,aj0,682
1539,craft,nn1,609
1539,building,vvg,877
1537,single,aj0-nn1,678
1537,green,nn1,643
1537,broadly,av0,767
1537,belt,nn1,710
1536,fun,nn1,743
1536,finish,vvi,780
1536,explained,vvd-vvn,925
1535,ridiculous,aj0,705
1535,prominent,aj0,739
1535,operating,nn1,501
1535,grip,nn1,740
1535,factories,nn2,623
1535,dollars,nn2,542
1534,tournament,nn1,231
1534,sixteen,crd,759
1534,sensitivity,nn1,615
1534,reported,vvd,732
1534,la,unc,506
1534,freely,av0,914
1534,enquiries,nn2,638
1534,bell,nn1,606
1533,tended,vvd,724
1533,meaning,nn1-vvg,758
1533,corbett,np0,81
1533,careers,nn2,600
1533,1960,crd,612
1532,wheels,nn2,656
1532,north,nn1-np0,555
1532,cathedral,nn1,418
1532,arose,vvd,837
1530,tested,vvn,746
1530,representative,nn1,695
1530,inhabitants,nn2,638
1530,arrange,vvi,839
1530,acres,nn2,595
1529,recommended,vvn,752
1529,greek,aj0-nn1,491
1529,alleged,aj0,580
1528,ph,nn1,122
1528,in_charge_of,prp,802
1527,referring,vvg,844
1527,ranks,nn2,744
1527,headed,vvn,776
1527,flat,aj0,765
1527,bottles,nn2,680
1526,publicly,av0,736
1526,lancashire,np0,457
1526,exports,nn2,328
1525,shot,vvd-vvn,716
1525,enjoyed,vvn,920
1525,consultant,nn1,605
1525,artistic,aj0,559
1524,morgan,np0,429
1523,yeah,itj,285
1523,dimension,nn1,687
1521,struck,vvd-vvn,794
1521,guilt,nn1,664
1521,chin,nn1,552
1520,barbara,np0,411
1519,rest,vvi,896
1519,quarters,nn2,864
1518,man,np0,619
1518,coup,nn1,332
1517,in_connection_with,prp,575
1517,gender,nn1,272
1517,continued,aj0,790
1516,withdrawn,vvn,771
1516,channels,nn2,666
1515,tries,vvz,731
1515,travellers,nn2,535
1515,firstly,av0,641
1514,compete,vvi,741
1514,*,unc,249
1513,helping,nn1-vvg,833
1512,senses,nn2,629
1512,borough,nn1,386
1511,defendants,nn2,224
1511,curtains,nn2,540
1511,chemistry,nn1,386
1510,with_regard_to,prp,611
1509,uncle,np0,289
1509,chief,np0,468
1508,joan,np0,405
1508,increase,nn1-vvb,676
1508,damage,nn1-vvb,565
1508,colleague,nn1,747
1507,pen,nn1,690
1506,well-known,aj0,873
1506,day,nn1-np0,685
1505,nonsense,nn1,722
1505,midlands,np0,556
1505,interpreted,vvn,681
1504,widow,nn1,559
1504,hearing,nn1-vvg,722
1503,continent,nn1,667
1502,harsh,aj0,801
1502,feminist,nn1,248
1502,favourite,aj0,760
1501,plot,nn1,649
1501,pile,nn1,707
1501,mother,np0,371
1500,legitimate,aj0,631
1500,invariably,av0,768
1500,covers,vvz,819
1499,watch,vvb,809
1499,vessels,nn2,476
1499,stick,nn1,656
1499,shaking,vvg,611
1499,prisoner,nn1,524
1499,launched,vvd,782
1498,snapped,vvd,401
1498,prey,nn1,389
1498,brave,aj0,771
1497,french,nn1-np0,501
1496,share,vvb,853
1496,commented,vvd,719
1495,unlike,aj0,916
1495,reflected,vvn,845
1495,publishers,nn2,423
1495,mature,aj0,709
1495,by_means_of,prp,678
1495,barrier,nn1,807
1493,operator,nn1,535
1493,ambitious,aj0,866
1492,realized,vvd,401
1492,discussing,vvg,886
1491,restricted,vvn,802
1491,governors,nn2,319
1491,dominated,vvn,811
1491,34,crd,663
1490,pressed,vvd,665
1490,domain,nn1,438
1489,glory,nn1,671
1489,damp,aj0,638
1488,ye,pnp,265
1488,supporting,vvg,890
1488,on_the_part_of,prp,713
1488,estimate,nn1,538
1488,empirical,aj0,310
1487,pregnancy,nn1,397
1487,jumped,vvd,617
1487,continental,aj0,539
1486,socialism,nn1,343
1486,kenneth,np0,475
1486,impose,vvi,723
1486,grade,nn1,459
1486,declared,vvd,616
1485,shapes,nn2,608
1485,oral,aj0,332
1485,fortunately,av0,835
1485,drinks,nn2,635
1485,delegation,nn1,376
1484,vote,vvi,463
1484,orchestra,nn0,315
1484,fibre,nn1,408
1483,label,nn1,589
1483,g.,np0,485
1483,districts,nn2,435
1483,d.,np0,487
1482,socially,av0,586
1482,circles,nn2,798
1482,catherine,np0,347
1481,press,vvi,821
1479,tube,nn1,477
1478,specimens,nn2,275
1478,enquiry,nn1,594
1478,dismissed,vvn,699
1477,fellow,aj0-nn1,810
1477,exploration,nn1,573
1477,compromise,nn1,699
1476,threatened,vvd,706
1476,marvellous,aj0,692
1476,corners,nn2,756
1475,weekly,aj0,731
1475,switzerland,np0,622
1475,rejected,vvd,673
1475,prefer,vvi,881
1474,running,aj0,863
1474,drinking,nn1-vvg,766
1473,schedule,nn1,691
1473,dynamic,aj0,658
1473,aims,vvz,665
1472,round,nn1,507
1472,eaten,vvn,707
1471,naval,aj0,419
1471,magnetic,aj0,332
1471,in_short,av0,725
1471,generate,vvi,715
1471,gay,aj0,312
1471,fail,vvi,902
1470,regard,nn1,714
1470,disappointment,nn1,814
1470,desert,nn1,499
1470,colonial,aj0,361
1469,reminded,vvd,681
1469,pensions,nn2,378
1469,nasty,aj0,727
1469,ie,av0,340
1469,excuse,nn1,799
1469,christians,nn2,326
1468,supposed,aj0,655
1468,muttered,vvd,374
1466,lifted,vvd,505
1465,indirect,aj0,535
1465,achievements,nn2,773
1465,48,crd,684
1464,emotion,nn1,615
1463,probability,nn1,484
1463,exercise,vvi,700
1463,demanding,aj0,860
1463,1950s,crd,511
1463,000,crd,182
1462,singing,vvg,666
1462,listened,vvd,653
1462,downstairs,av0,538
1462,descriptions,nn2,642
1461,vary,vvb,724
1461,menu,nn1,448
1461,gained,vvn,913
1461,contacts,nn2,681
1461,absent,aj0,801
1460,rope,nn1,473
1459,technologies,nn2,402
1459,seeks,vvz,699
1459,proportions,nn2,695
1459,cheeks,nn2,464
1458,processor,nn1,332
1458,in_view_of,prp,723
1457,intentions,nn2,773
1457,incidents,nn2,601
1457,claim,vvb,735
1457,adopted,vvd-vvn,681
1456,set,vvb,845
1456,satellite,nn1,537
1456,rice,nn1,443
1456,remarkably,av0,848
1456,prepared,aj0-vvn,815
1456,delivered,vvn,808
1456,bedrooms,nn2,360
1455,vary,vvi,712
1455,regardless,av0,772
1455,clay,nn1,464
1455,adoption,nn1,604
1454,states,vvz,641
1454,out,avp-prp,914
1454,expert,aj0-nn1,688
1453,imprisonment,nn1,397
1453,illustrated,vvn,663
1452,located,vvn,679
1452,fence,nn1,549
1452,defined,vvd-vvn,700
1451,signed,vvd-vvn,609
1451,painted,vvn,675
1451,masters,nn2,625
1451,kuwait,np0,181
1451,definite,aj0,805
1450,publisher,nn1,399
1450,collected,vvn,775
1450,agricultural,aj0-nn1,423
1449,witness,nn1,538
1449,lacking,aj0,855
1449,electronics,nn1,491
1448,roberts,np0,450
1448,let,vvn,787
1448,attempts,nn2-vvz,871
1447,princess,nn1,344
1447,outside,aj0-nn1,825
1447,enemies,nn2,639
1446,understood,vvd-vvn,846
1446,tourists,nn2,567
1446,operators,nn2,504
1446,norway,np0,461
1446,lose,vvb,861
1446,killing,vvg,654
1446,hamilton,np0,420
1445,upstairs,av0,554
1445,spectrum,nn1,568
1445,reportedly,av0,304
1445,rape,nn1,336
1445,chapel,nn1,391
1445,arguing,vvg,802
1445,38,crd,677
1444,recognize,vvi,571
1444,populations,nn2,417
1444,essay,nn1,365
1443,seldom,av0,705
1443,achieving,vvg,790
1442,place,vvb,602
1442,favourable,aj0,760
1442,chelsea,np0,338
1442,arrest,nn1,462
1441,hungary,np0,388
1441,focus,vvi,767
1440,transmission,nn1,538
1440,overcome,vvi,853
1440,improved,aj0,717
1440,hearts,nn2,680
1439,travel,nn1-vvb,634
1439,lay,vvi,860
1439,actively,av0,802
1438,forming,vvg,845
1437,stake,nn1,703
1437,so_far_as,cjs,660
1437,dramatically,av0,859
1437,check,nn1,708
1435,p.,np0,459
1435,chicken,nn1,543
1434,uses,nn2,645
1434,operates,vvz,762
1434,kissed,vvd,401
1434,as_opposed_to,prp,769
1434,adventure,nn1,607
1433,successor,nn1,648
1433,requiring,vvg,762
1433,netherlands,np0,470
1433,mention,nn1,878
1433,jenny,np0,254
1433,choosing,vvg,794
1433,calling,nn1-vvg,805
1433,attraction,nn1,790
1433,abstract,aj0,499
1432,struggling,vvg,782
1432,secret,nn1,761
1431,support,vvb,771
1431,stated,vvn,725
1431,bay,np0,445
1430,vague,aj0,825
1430,rhythm,nn1,532
1430,meanings,nn2,368
1430,like,cjs-prp,716
1430,gallery,np0,268
1430,counter,nn1,614
1430,calculated,vvn,548
1429,will,np0,533
1429,gloucestershire,np0,226
1429,competence,nn1,515
1428,stocks,nn2,553
1428,peoples,nn2,500
1427,writing,nn1,630
1427,switch,nn1,606
1427,going,nn1-vvg,756
1427,chief,nn1,505
1427,address,vvi,746
1426,consultants,nn2,466
1425,fool,nn1,590
1425,advisory,aj0,536
1424,receiver,nn1,424
1423,woods,nn2,504
1423,varieties,nn2,429
1423,motivation,nn1,557
1423,expand,vvi,795
1422,republics,nn2,213
1422,rejection,nn1,674
1422,ranging,vvg,831
1422,garage,nn1,480
1422,expert,nn1,576
1422,emissions,nn2,213
1421,combined,aj0,771
1421,architect,nn1,492
1420,translation,nn1,548
1419,remembered,vvn,836
1419,latin,np0,284
1419,cry,nn1,739
1419,commander,nn1,380
1419,capitalist,aj0-nn1,274
1418,missed,vvn,836
1417,trust,vvi,666
1417,thereafter,av0,709
1417,evidently,av0,569
1417,37,crd,646
1416,wisdom,nn1,762
1416,wanted,vvd-vvn,809
1416,environments,nn2,457
1415,odds,nn2,774
1415,laugh,nn1,542
1415,execution,nn1,571
1415,count,nn1,517
1414,virus,nn1,317
1414,lively,aj0,736
1413,referendum,nn1,191
1413,eager,aj0,790
1413,42,crd,646
1412,sharing,vvg,868
1412,hit,vvi,717
1412,demonstrated,vvn,733
1411,demonstrations,nn2,472
1410,stimulus,nn1,377
1410,sequences,nn2,298
1410,lie,vvb,804
1410,dismissal,nn1,447
1410,courage,nn1,734
1409,trains,nn2,465
1409,incomes,nn2,350
1409,dropped,vvd,674
1409,circulation,nn1,607
1409,allowed,vvd,841
1408,pond,nn1,361
1408,duncan,np0,335
1408,connected,vvn,773
1407,rigid,aj0,785
1407,encouragement,nn1,799
1406,steep,aj0,571
1406,sensation,nn1,553
1406,proposed,vvd-vvn,650
1406,down,prp,679
1406,clinic,nn1,398
1405,supper,nn1,544
1405,shore,nn1,453
1405,note,nn1-vvb,608
1405,clear,vvb,738
1404,pointed,vvn,791
1404,minimum,nn1,766
1404,account,vvi,680
1404,&pound;1,nn0,494
1403,fat,aj0,581
1403,assume,vvb,672
1403,ann,np0,459
1402,winds,nn2,542
1402,remains,nn2,617
1402,hung,vvd-vvn,643
1401,futures,nn2,200
1401,advise,vvi,739
1400,louise,np0,214
1400,centre,np0,468
1399,statute,nn1,316
1399,liver,nn1,291
1399,differently,av0,836
1399,barriers,nn2,643
1399,affecting,vvg,779
1397,tie,nn1,553
1397,sums,nn2,686
1397,such_that,cjs,663
1397,satisfied,vvn,752
1397,profound,aj0,740
1397,lad,nn1,448
1397,excluded,vvn,630
1396,oldest,ajs,753
1395,julia,np0,217
1395,ignored,vvn,840
1395,custody,nn1,411
1394,saying,nn1-vvg,779
1394,races,nn2,466
1394,join,vvb,773
1394,equivalent,aj0,625
1393,shame,nn1,698
1393,km,nn0,186
1392,examinations,nn2,394
1392,drank,vvd,561
1392,chart,nn1,427
1392,abandoned,vvn,848
1391,even_so,av0,743
1391,dish,nn1,456
1391,died,vvd-vvn,536
1391,daniel,np0,440
1390,scales,nn2,502
1390,fitness,nn1,435
1390,faint,aj0,570
1390,extending,vvg,822
1389,recall,vvi,730
1388,tactics,nn2,613
1387,terrace,nn1,368
1387,spaces,nn2,541
1387,premium,nn1,493
1387,myth,nn1,542
1387,johnny,np0,253
1387,increases,nn2,524
1386,guardian,np0,429
1385,share,nn1-vvb,619
1385,recruitment,nn1,460
1385,bike,nn1,365
1385,applicable,aj0,570
1383,surrounded,vvn,819
1383,portrait,nn1,463
1383,immense,aj0,744
1383,geography,nn1,374
1383,evenings,nn2,717
1382,participate,vvi,658
1381,sympathetic,aj0,806
1381,peasant,nn1,340
1381,margin,nn1,531
1381,force,nn1-vvb,744
1381,expects,vvz,663
1380,record,vvi,685
1380,dose,nn1,363
1380,changing,aj0-vvg,831
1380,1963,crd,551
1379,vessel,nn1,412
1379,dawn,nn1,663
1378,shared,aj0,687
1378,attempted,vvd,760
1377,win,nn1-vvb,310
1377,restore,vvi,733
1377,brussels,np0,474
1376,suppose,vvi,646
1376,faced,vvd-vvn,832
1376,directory,nn1,382
1375,jordan,np0,308
1375,feed,vvi,709
1375,disorder,nn1,419
1375,creates,vvz,729
1374,ambulance,nn1,385
1373,waist,nn1,535
1372,hello,itj,462
1372,finish,nn1,471
1372,adviser,nn1,580
1371,fall,nn1-vvb,877
1370,ruling,aj0,262
1370,recognized,vvn,535
1370,no,av0,836
1369,stop,nn1,747
1369,locations,nn2,628
1369,interface,nn1,306
1369,forms,vvz,759
1369,exclusion,nn1,526
1369,date,vvi,760
1369,1962,crd,549
1368,respects,nn2,737
1368,clouds,nn2,599
1368,as_yet,av0,845
1368,alter,vvi,773
1367,contest,nn1,537
1366,temperatures,nn2,461
1366,shallow,aj0,633
1366,scandal,nn1,490
1366,constructed,vvn,677
1366,arab,aj0,213
1365,pat,np0,406
1365,karen,np0,252
1365,interested,aj0-vvn,784
1365,appeared,vvn,874
1365,adjustment,nn1,508
1364,treated,vvd-vvn,694
1364,aberdeen,np0,354
1363,vendor,nn1,175
1363,terror,nn1,629
1363,k,zz0,286
1363,discount,nn1,347
1363,comparative,aj0,572
1363,accurately,av0,749
1362,wonder,nn1-vvb,739
1362,warning,nn1-vvg,740
1361,portfolio,nn1,367
1361,mild,aj0,701
1361,attending,vvg,778
1361,accused,vvd,502
1360,nowadays,av0,759
1360,divorce,nn1,402
1360,breakdown,nn1,706
1359,marine,aj0,355
1359,imposed,vvn,685
1359,closing,vvg,788
1359,cats,nn2,442
1359,albeit,cjs,782
1359,acts,nn2-vvz,691
1358,suspension,nn1,458
1358,integrity,nn1,671
1358,counselling,nn1,373
1358,coastal,aj0,440
1358,central,np0,450
1358,bases,nn2,547
1357,surrounding,vvg,830
1357,pay,nn1-vvb,687
1357,denied,vvn,741
1356,insects,nn2,364
1356,diversity,nn1,578
1355,yugoslavia,np0,306
1355,arriving,vvg,821
1354,undertake,vvi,669
1354,specialists,nn2,648
1354,secrets,nn2,657
1354,mobility,nn1,445
1354,indicating,vvg,683
1354,independently,av0,730
1354,deck,nn1,410
1353,onwards,av0,674
1353,middle-class,aj0,423
1353,harder,ajc,796
1353,broader,ajc,673
1352,contact,vvb,464
1352,attracted,vvn,831
1352,1961,crd,549
1351,emerge,vvi,842
1351,declared,vvd-vvn,599
1350,swiss,aj0,510
1350,observers,nn2,562
1349,sought,vvd,730
1349,ms,np0,396
1349,except_that,cjs,803
1349,clerk,nn1,468
1348,minimum,aj0-nn1,674
1348,fit,aj0,722
1348,clergy,nn2,285
1347,returns,vvz,697
1347,handful,nn1,813
1347,forwards,av0,430
1346,interference,nn1,642
1346,fraction,nn1,595
1346,executive,aj0,573
1346,breeze,nn1,447
1346,affection,nn1,683
1345,far_from,av0,828
1345,corruption,nn1,478
1345,conflicts,nn2,518
1345,comedy,nn1,375
1345,charming,aj0,636
1345,accepted,vvd,782
1344,symbolic,aj0,541
1344,ordered,vvd-vvn,674
1344,finding,nn1-vvg,825
1344,appointments,nn2,525
1343,permitted,vvn,693
1343,leaning,vvg,566
1343,introducing,vvg,838
1343,deposit,nn1,359
1343,bags,nn2,598
1342,wish,nn1,770
1342,impressed,vvn,814
1342,funding,nn1-vvg,494
1342,dimensions,nn2,574
1341,measurements,nn2,350
1341,les,np0,375
1340,phenomena,nn2,394
1340,offers,nn2-vvz,724
1340,native,aj0,616
1340,mines,nn2,436
1340,enthusiastic,aj0,832
1339,surfaces,nn2,480
1339,norwich,np0,347
1339,hostility,nn1,615
1339,churchill,np0,347
1338,tray,nn1,479
1338,informed,vvn,755
1338,foundations,nn2,696
1338,cable,nn1,425
1337,win,nn1,282
1337,mark,vvi,775
1337,davis,np0,403
1336,expected,vvd,772
1335,be,vbb,642
1334,volunteers,nn2,464
1334,peasants,nn2,331
1334,10%,nn0,415
1333,workforce,nn1,487
1333,territories,nn2,367
1333,speaks,vvz,702
1333,minimal,aj0,759
1333,genuinely,av0,792
1333,correspondence,nn1,630
1332,strings,nn2,417
1332,meantime,nn1,766
1332,grandfather,nn1,498
1332,forms,nn2-vvz,708
1332,exceptions,nn2,703
1331,popularity,nn1,715
1331,kings,nn2,433
1330,sunderland,np0,203
1330,refuse,vvi,728
1330,peculiar,aj0,729
1330,inspiration,nn1,746
1330,historian,nn1,463
1330,deeper,ajc,782
1330,by_way_of,prp,637
1329,validity,nn1,530
1329,heating,nn1,497
1326,potatoes,nn2,455
1326,norfolk,np0,425
1326,brighton,np0,420
1325,skills,nn2-vvz,431
1325,paths,nn2,538
1325,p,np0,290
1325,beef,nn1,420
1325,avoided,vvn,807
1324,worthy,aj0,825
1324,sword,nn1,382
1324,resulting,aj0,704
1324,match,nn1-vvb,391
1324,imports,nn2,364
1324,for_long,av0,858
1324,chips,nn2,527
1323,hesitated,vvd,386
1323,grants,nn2,453
1323,certainty,nn1,694
1322,radical,aj0-nn1,569
1322,racial,aj0,432
1322,makers,nn2,558
1321,proposition,nn1,596
1321,frustration,nn1,764
1320,specialist,aj0-nn1,638
1320,repeat,vvb,417
1320,mind,vvb,623
1320,meets,vvz,772
1320,hated,vvd,552
1320,earth,np0,338
1320,check,vvb,501
1320,bell,np0,483
1319,served,vvd,650
1319,operate,vvb,696
1319,ocean,nn1,444
1319,i.,np0,675
1319,hearing,vvg,772
1318,merger,nn1,316
1317,seemed,vvn,684
1317,mysterious,aj0,704
1317,dear,itj,462
1317,balls,nn2,537
1316,supply,nn1-vvb,613
1316,gabriel,np0,164
1316,filling,vvg,834
1316,canal,nn1,341
1316,belgium,np0,559
1315,workshops,nn2,488
1315,reserves,nn2,481
1315,representations,nn2,377
1315,pulled,vvn,760
1315,productive,aj0,553
1315,beneficial,aj0,630
1315,ali,np0,236
1314,breast,nn1,533
1314,bias,nn1,504
1314,1948,crd,518
1313,urged,vvd,617
1313,1950,crd,517
1312,shadows,nn2,545
1312,fatal,aj0,696
1311,collaboration,nn1,541
1310,suspicious,aj0,695
1310,suffer,vvb,713
1310,remained,vvn,818
1310,maturity,nn1,462
1310,irrelevant,aj0,749
1310,envelope,nn1,499
1310,eligible,aj0,549
1309,samuel,np0,403
1309,polish,aj0,363
1308,gifts,nn2,575
1308,er,unc,268
1308,elaborate,aj0,698
1308,double,aj0-nn1,610
1308,denmark,np0,504
1307,smart,aj0,673
1307,reflecting,vvg,814
1307,ltd.,aj0,210
1307,island,np0,507
1307,cover,nn1-vvb,601
1307,attacked,vvn,641
1306,landing,nn1,486
1306,forehead,nn1,506
1306,deliberate,aj0,771
1306,coins,nn2,349
1306,chapter,nn0,190
1305,insufficient,aj0,700
1305,equality,nn1,483
1305,ended,vvd,742
1304,sixty,crd,631
1304,diverse,aj0,709
1303,profitable,aj0,664
1303,moving,aj0,784
1302,stranger,nn1,577
1302,required,aj0,612
1302,ordered,vvd,599
1302,definitions,nn2,461
1302,cheltenham,np0,234
1302,assistant,nn1,606
1301,uncomfortable,aj0,742
1301,tourism,nn1,379
1301,supported,vvd-vvn,733
1301,olympic,aj0,292
1301,kid,nn1,439
